repository_file,field_category,matched_text,context,line_estimate,source_status,canonical_field,authority,track_name,meeting_date,notes
src\data\edgeiq_live_track_intelligence_v2_1.csv,TRACK_CONDITION,track_condition,"00_400,improver_pct,fader_pct,holds_position_pct,runner_style_match_status,runner_style_comment,runner_dna_status,runner_dna_comment,track_key_join,race_no_key_join,horse_key_join,track_condition,rail_position,distance_board,condition_group,distance_bucket,season,field_size,runner_barrier_lane,track_dna_match_status_v2_1,track_profile_level,track_profile_sample_winners,track_profile_confidence,historical_run_style,historical_barrier_lane,historical_movement_profile,leader_winner_share,on_pa",1,DISCOVERED_UNVERIFIED,,,,,
src\data\edgeiq_live_track_intelligence_v2_1.csv,RAIL_CURRENT,rail_position,"pct,fader_pct,holds_position_pct,runner_style_match_status,runner_style_comment,runner_dna_status,runner_dna_comment,track_key_join,race_no_key_join,horse_key_join,track_condition,rail_position,distance_board,condition_group,distance_bucket,season,field_size,runner_barrier_lane,track_dna_match_status_v2_1,track_profile_level,track_profile_sample_winners,track_profile_confidence,historical_run_style,historical_barrier_lane,historical_movement_profile,leader_winner_share,on_pace_winner_shar",1,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\command\components\RaceStateRail.tsx,TRACK_CONDITION,trackCondition,"eStateRail({ raceContext }: RaceStateRailProps) {   const raceStateItems = [     [""Feed"", raceContext.feedHealth, ""Live intelligence available"", ""good""],     [""Track"", raceContext.trackCondition, ""Stable surface profile"", ""neutral""],     [""Rail"", raceContext.railPosition.replace(""Rail "", """"), ""No confirmed pattern"", ""info""],     [""Weather"", raceContext.weather.state, raceContext.weather.detail, ""neutral""],     [""Clock"", ""12 min"", ""Race state active"", ""monitor""],     [""Updated"", raceContext",10,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\command\components\RaceStateRail.tsx,RAIL_CURRENT,railPosition,"[""Feed"", raceContext.feedHealth, ""Live intelligence available"", ""good""],     [""Track"", raceContext.trackCondition, ""Stable surface profile"", ""neutral""],     [""Rail"", raceContext.railPosition.replace(""Rail "", """"), ""No confirmed pattern"", ""info""],     [""Weather"", raceContext.weather.state, raceContext.weather.detail, ""neutral""],     [""Clock"", ""12 min"", ""Race state active"", ""monitor""],     [""Updated"", raceContext.updatedAt, raceContext.raceTime, ""neutral""],   ];    return (     <aside cla",11,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\command\components\RaceStateRail.tsx,UPDATED_TIME,updatedAt,""", ""info""],     [""Weather"", raceContext.weather.state, raceContext.weather.detail, ""neutral""],     [""Clock"", ""12 min"", ""Race state active"", ""monitor""],     [""Updated"", raceContext.updatedAt, raceContext.raceTime, ""neutral""],   ];    return (     <aside className=""eiq-command-live__rail"">       <h2>System State</h2>       {raceStateItems.map(([label, value, detail, tone]) => (         <div className=""eiq-command-live__rail-item"" key={label}>           <span>{label}</span>           <st",14,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingResultsWorkspace.tsx,TRACK_MANAGER_COMMENT,Official comment,"wardRows.filter((row) => row.note);   return (     <section className=""eiq-results-v1-panel"">       <header>         <div>           <span>Stewards Report</span>           <strong>Official comments</strong>         </div>       </header>       {notes.length ? (         <ul className=""eiq-results-v1-stewards"">           {notes.map((row) => (             <li key={row.horse}>               <strong>{row.horse}</strong>               <span>{row.note}</span>             </li>           ))}",244,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingResultsWorkspace.tsx,MEETING_STATUS,ABANDONED,"IAL"" || row.status === ""UNOFFICIAL"" ? ""Open Race Result"" : ""Pending result""}                     disabled={row.status === ""PENDING"" || row.status === ""UPCOMING"" || row.status === ""ABANDONED""}                     onClick={() => onSelectRace(row.raceKey)}                   >                     {row.open}                   </button>                 </td>               </tr>             ))}           </tbody>         </table>       </div>     </section>   ); }  function SignedValue({ val",98,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingScratchingsWorkspace.tsx,UPDATED_TIME,UpdatedAt,"DS MATERIALLY CHANGED"", model.summary.materiallyChangedFields],     [""EMERGENCIES PROMOTED"", model.summary.emergenciesPromoted],     [""LATEST UPDATE"", formatDateTime(model.officialUpdatedAt)],   ];    return (     <section className=""eiq-scratchings-v1-summary-strip"" aria-label=""Scratchings summary"">       {summary.map(([label, value]) => (         <div key={label}>           <span>{label}</span>           <strong>{valueOrUnavailable(value)}</strong>         </div>       ))}     </sec",50,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingsWorkspace.tsx,IRRIGATION_24H,Irrigation 24,>                 <div>                   <dt>Rain 24h</dt>                   <dd>{selectedMeeting.rain24h}</dd>                 </div>                 <div>                   <dt>Irrigation 24h</dt>                   <dd>{selectedMeeting.irrigation24h}</dd>                 </div>                 <div>                   <dt>Official Update</dt>                   <dd>{selectedMeeting.officialUpdate}</dd>                 </div>               </dl>               <section>                 <st,288,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingsWorkspace.tsx,IRRIGATION_GENERAL,Irrigation,>                 <div>                   <dt>Rain 24h</dt>                   <dd>{selectedMeeting.rain24h}</dd>                 </div>                 <div>                   <dt>Irrigation 24h</dt>                   <dd>{selectedMeeting.irrigation24h}</dd>                 </div>                 <div>                   <dt>Official Update</dt>                   <dd>{selectedMeeting.officialUpdate}</dd>                 </div>               </dl>               <section>,288,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingsWorkspace.tsx,RAINFALL_24H,Rain 24h,"ble(selectedMeeting.temp) ? ""is-muted"" : """"}>                     {selectedMeeting.temp}                   </dd>                 </div>                 <div>                   <dt>Rain 24h</dt>                   <dd>{selectedMeeting.rain24h}</dd>                 </div>                 <div>                   <dt>Irrigation 24h</dt>                   <dd>{selectedMeeting.irrigation24h}</dd>                 </div>                 <div>                   <dt>Official Update</dt>",284,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingsWorkspace.tsx,UPDATED_TIME,Last Updated,"clared}</dd>           </div>           <div>             <dt>Scratchings</dt>             <dd>{activeDay.totals.scratchings}</dd>           </div>           <div>             <dt>Last Updated</dt>             <dd>{viewModel.generatedAtDisplay}</dd>           </div>           <button type=""button"" onClick={() => load(true)}>             Refresh           </button>         </dl>       </header>        <nav className=""eiq-meetings-engineering__days"" aria-label=""Meeting day selector"">",160,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingsWorkspace.tsx,MEETING_STATUS,race.status,"<dt>Field</dt>                   <dd>{race.fieldSize}</dd>                 </div>                 <div>                   <dt>Status</dt>                   <dd>{race.status}</dd>                 </div>               </dl>             </article>           ))}         </div>       </section>     </section>   ); }  function MeetingRow({   meeting,   selected,   clean,   onSelect,   onOpen, }: {   meeting: MeetingSummaryViewModel;   selected: boolean;   clean: (value: any",364,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingsWorkspace_CHECKPOINT_BEFORE_PRO_PUNTER_LANGUAGE_20260710_064411.tsx,TRACK_CONDITION,Track Condition,"day, setDay] = useState(""TODAY"");   const official = raceBook?.official ?? {};   const meetingName = clean(official.meeting);    const stats = [     [""Date"", official.date],     [""Track Condition"", official.trackCondition],     [""Rail"", official.rail],     [""Race Count"", official.raceCount],     [""First Race"", official.firstRaceTime],     [""Last Race"", official.lastRaceTime],     [""Runners Loaded"", field.length],   ].filter(([, value]) => hasValue(value));    return (     <section className",23,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingsWorkspace_CHECKPOINT_BEFORE_THREE_DAY_ROUTING_20260710_123427.tsx,TRACK_CONDITION,Track Condition,"day, setDay] = useState(""TODAY"");   const official = raceBook?.official ?? {};   const meetingName = clean(official.meeting);    const stats = [     [""Date"", official.date],     [""Track Condition"", official.trackCondition],     [""Rail"", official.rail],     [""Race Count"", official.raceCount],     [""First Race"", official.firstRaceTime],     [""Last Race"", official.lastRaceTime],     [""Runners Loaded"", field.length],   ].filter(([, value]) => hasValue(value));    return (     <section className",23,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingsWorkspace_CHECKPOINT_BEFORE_THREE_DAY_ROUTING_FINAL_20260710_130642.tsx,TRACK_CONDITION,Track Condition,");            const firstRace = races[0];           const lastRace = races[races.length - 1];            const stats = [             [""Date"", meeting.date],             [""Track Condition"", meeting.trackCondition],             [""Rail"", meeting.rail],             [""Race Count"", meeting.raceCount || races.length],             [""First Race"", firstRace?.raceTime],             [""Last Race"", lastRace?.raceTime],             [""Runners Loaded"", runnerCount],           ].filter(([, value]) =",120,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingTrackWorkspace.tsx,TRACK_CONDITION,TrackCondition,"generatedAt ? ` / ${model.generatedAt}` : """"}         </p>       </div>       <button type=""button"" onClick={onRefresh}>REFRESH TRACK FEEDS</button>     </header>   ); }  function TrackCondition({ model }: { model: MeetingTrackViewModel }) {   return (     <section className=""eiq-track-v1-panel"">       <header>         <span>Track Condition</span>         <strong>Official condition fields</strong>       </header>       <FieldGrid items={model.officialFields} />     </section>   ); }  funct",59,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingTrackWorkspace.tsx,RAIL_CURRENT,Rail Position,">     </section>   ); }  function TrackMapPanel({ model }: { model: MeetingTrackViewModel }) {   return (     <section className=""eiq-track-v1-panel"">       <header>         <span>Rail Position and Track Map</span>         <strong>{valueOrUnavailable(model.context.find((item) => item.label === ""Current Rail Position"")?.value)}</strong>       </header>       {model.map.status === ""available"" && model.map.asset ? (         <figure className=""eiq-track-v1-map"">           <img src={model.map.",75,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_FACTUAL_WEATHER_V2_20260710_103814.tsx,TRACK_CONDITION,trackCondition,"{};    const meeting = clean(official.meeting);   const date = clean(official.date || official.raceDate || official.meetingDate);   const condition = clean(firstAvailable(official.trackCondition, track.trackCondition, track.condition));   const rail = clean(firstAvailable(official.rail, track.rail, track.railPosition));    const temperature = clean(firstAvailable(weather.temperature, weather.temp, weather.temperatureC, weather.tempC));   const rainfall = clean(firstAvailable(weather.rainfa",28,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_FACTUAL_WEATHER_V2_20260710_103814.tsx,RAIL_CURRENT,railPosition,"e);   const condition = clean(firstAvailable(official.trackCondition, track.trackCondition, track.condition));   const rail = clean(firstAvailable(official.rail, track.rail, track.railPosition));    const temperature = clean(firstAvailable(weather.temperature, weather.temp, weather.temperatureC, weather.tempC));   const rainfall = clean(firstAvailable(weather.rainfall, weather.rain, weather.precipitation, weather.precipitationMm));   const windDirection = clean(firstAvailable(weather.win",29,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_LIVE_REFRESH_20260710_110601.tsx,TRACK_CONDITION,track_rating,"tFeedStatus(""UNAVAILABLE"");       });      return () => {       active = false;     };   }, [meeting]);    const condition = displayValue(     clean,     officialWeather?.official_track_rating,     official.trackCondition,     track.trackCondition,     track.condition,   );    const rail = displayValue(     clean,     officialWeather?.official_rail,     official.rail,     track.rail,     track.railPosition,   );    const temperature =     numberWithUnit(officialWeather?.temperature_c, ""°",148,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_LIVE_REFRESH_20260710_110601.tsx,RAIL_CURRENT,railPosition,"tion,     track.trackCondition,     track.condition,   );    const rail = displayValue(     clean,     officialWeather?.official_rail,     official.rail,     track.rail,     track.railPosition,   );    const temperature =     numberWithUnit(officialWeather?.temperature_c, ""°C"") ??     displayValue(       clean,       localWeather.temperature,       localWeather.temp,       localWeather.temperatureC,       localWeather.tempC,       localWeather.currentTemperature,     );    const overnigh",159,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_LIVE_REFRESH_20260710_110601.tsx,IRRIGATION_GENERAL,irrigation,"clean,       localWeather.forecast,       localWeather.summary,       localWeather.description,       localWeather.condition,       localWeather.weatherForecast,     );    const irrigation =     officialWeather?.irrigation ??     displayValue(clean, localWeather.irrigation);    const goingStick =     officialWeather?.going_stick ??     displayValue(clean, track.goingStick, track.going_stick);    const moistureLoss =     numberWithUnit(officialWeather?.moisture_loss_mm, "" mm"") ??",254,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_LIVE_REFRESH_20260710_110601.tsx,RAINFALL_24H,rainfall_24,"her.temp,       localWeather.temperatureC,       localWeather.tempC,       localWeather.currentTemperature,     );    const overnightRainfall =     numberWithUnit(officialWeather?.rainfall_24h_mm, "" mm"") ??     displayValue(       clean,       localWeather.overnightRainfall,       localWeather.rainfallOvernight,       localWeather.last24HoursRainfall,       localWeather.rainfall24Hours,     );    const rainfallSinceNine =     numberWithUnit(officialWeather?.rainfall_since_9am_mm, "" mm"")",174,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_LIVE_REFRESH_20260710_110601.tsx,GOING_STICK,goingStick,"alWeather.condition,       localWeather.weatherForecast,     );    const irrigation =     officialWeather?.irrigation ??     displayValue(clean, localWeather.irrigation);    const goingStick =     officialWeather?.going_stick ??     displayValue(clean, track.goingStick, track.going_stick);    const moistureLoss =     numberWithUnit(officialWeather?.moisture_loss_mm, "" mm"") ??     displayValue(clean, localWeather.moistureLoss);    const meetingDetails = [     date,     condition,     ra",258,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_METRO_WIRING_20260710_120553.tsx,TRACK_CONDITION,track_rating,"return () => {       active = false;       window.clearInterval(refreshTimer);     };   }, [meeting]);    const condition = displayValue(     clean,     officialWeather?.official_track_rating,     official.trackCondition,     track.trackCondition,     track.condition,   );    const rail = displayValue(     clean,     officialWeather?.official_rail,     official.rail,     track.rail,     track.railPosition,   );    const temperature =     numberWithUnit(officialWeather?.temperature_c, ""°",161,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_METRO_WIRING_20260710_120553.tsx,RAIL_CURRENT,railPosition,"tion,     track.trackCondition,     track.condition,   );    const rail = displayValue(     clean,     officialWeather?.official_rail,     official.rail,     track.rail,     track.railPosition,   );    const temperature =     numberWithUnit(officialWeather?.temperature_c, ""°C"") ??     displayValue(       clean,       localWeather.temperature,       localWeather.temp,       localWeather.temperatureC,       localWeather.tempC,       localWeather.currentTemperature,     );    const overnigh",172,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_METRO_WIRING_20260710_120553.tsx,IRRIGATION_GENERAL,irrigation,"clean,       localWeather.forecast,       localWeather.summary,       localWeather.description,       localWeather.condition,       localWeather.weatherForecast,     );    const irrigation =     officialWeather?.irrigation ??     displayValue(clean, localWeather.irrigation);    const goingStick =     officialWeather?.going_stick ??     displayValue(clean, track.goingStick, track.going_stick);    const moistureLoss =     numberWithUnit(officialWeather?.moisture_loss_mm, "" mm"") ??",267,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_METRO_WIRING_20260710_120553.tsx,RAINFALL_24H,rainfall_24,"her.temp,       localWeather.temperatureC,       localWeather.tempC,       localWeather.currentTemperature,     );    const overnightRainfall =     numberWithUnit(officialWeather?.rainfall_24h_mm, "" mm"") ??     displayValue(       clean,       localWeather.overnightRainfall,       localWeather.rainfallOvernight,       localWeather.last24HoursRainfall,       localWeather.rainfall24Hours,     );    const rainfallSinceNine =     numberWithUnit(officialWeather?.rainfall_since_9am_mm, "" mm"")",187,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_METRO_WIRING_20260710_120553.tsx,GOING_STICK,goingStick,"alWeather.condition,       localWeather.weatherForecast,     );    const irrigation =     officialWeather?.irrigation ??     displayValue(clean, localWeather.irrigation);    const goingStick =     officialWeather?.going_stick ??     displayValue(clean, track.goingStick, track.going_stick);    const moistureLoss =     numberWithUnit(officialWeather?.moisture_loss_mm, "" mm"") ??     displayValue(clean, localWeather.moistureLoss);    const meetingDetails = [     date,     condition,     ra",271,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_VRC_WEATHER_ENGINE_V1_20260710_105105.tsx,TRACK_CONDITION,trackCondition,"eting"";   const date = displayValue(     clean,     official.date,     official.raceDate,     official.meetingDate,   );    const condition = displayValue(     clean,     official.trackCondition,     track.trackCondition,     track.condition,   );    const rail = displayValue(     clean,     official.rail,     track.rail,     track.railPosition,   );    const temperature = displayValue(     clean,     weather.temperature,     weather.temp,     weather.temperatureC,     weather.tempC,     w",98,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_VRC_WEATHER_ENGINE_V1_20260710_105105.tsx,RAIL_CURRENT,railPosition,"(     clean,     official.trackCondition,     track.trackCondition,     track.condition,   );    const rail = displayValue(     clean,     official.rail,     track.rail,     track.railPosition,   );    const temperature = displayValue(     clean,     weather.temperature,     weather.temp,     weather.temperatureC,     weather.tempC,     weather.currentTemperature,   );    const overnightRainfall = displayValue(     clean,     weather.overnightRainfall,     weather.rainfallOvernight,",107,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWeatherWorkspace_CHECKPOINT_BEFORE_VRC_WEATHER_ENGINE_V1_20260710_105105.tsx,RAINFALL_24H,24HoursRain,"her.tempC,     weather.currentTemperature,   );    const overnightRainfall = displayValue(     clean,     weather.overnightRainfall,     weather.rainfallOvernight,     weather.last24HoursRainfall,     weather.rainfall24Hours,   );    const rainfallSinceNine = displayValue(     clean,     weather.rainfallSince9am,     weather.rainSince9am,     weather.since9amRainfall,   );    const rainfallToday = displayValue(     clean,     weather.rainfallToday,     weather.todayRainfall,     weather",123,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWorkspace_CHECKPOINT_BEFORE_THREE_DAY_ROUTING_20260710_123427.tsx,TRACK_CONDITION,trackCondition,</span>               <strong>{clean(official.raceName || official.raceClass)}</strong>               <p>{clean(official.distance)} | {clean(official.raceClass)} | {clean(official.trackCondition)}</p>             </header>             <dl>               <div><dt>Time</dt><dd>{clean(official.officialRaceTime)}</dd></div>               <div><dt>Field Size</dt><dd>{field.length}</dd></div>               <div><dt>Pressure</dt><dd>{clean(intelligence.pressure)}</dd></div>               <div><dt,51,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWorkspace_CHECKPOINT_BEFORE_THREE_DAY_ROUTING_FINAL_20260710_130642.tsx,TRACK_CONDITION,trackCondition,"RaceBook = {     ...raceBook,     official: {       ...(raceBook?.official ?? {}),       meeting: meeting.meeting,       date: meeting.date,       meetingDate: meeting.date,       trackCondition:         meeting.trackCondition ??         raceBook?.official?.trackCondition,       rail: meeting.rail ?? raceBook?.official?.rail,       raceCount: meeting.races.length,     },   };    return (     <section className=""eiq-meeting-workspace"">       <div className=""eiq-workspace-breadcrumb"">",58,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\components\MeetingWorkspace_CHECKPOINT_BEFORE_WEATHER_TAB_V1_20260710.tsx,TRACK_CONDITION,trackCondition,</span>               <strong>{clean(official.raceName || official.raceClass)}</strong>               <p>{clean(official.distance)} | {clean(official.raceClass)} | {clean(official.trackCondition)}</p>             </header>             <dl>               <div><dt>Time</dt><dd>{clean(official.officialRaceTime)}</dd></div>               <div><dt>Field Size</dt><dd>{field.length}</dd></div>               <div><dt>Pressure</dt><dd>{clean(intelligence.pressure)}</dd></div>               <div><dt,50,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingDetailFeed.ts,TRACK_CONDITION,trackRating,"ctionDigits: 0,   }).format(number); }  function raceTime(race: ThreeDayRace): string {   return firstText(race.raceTime, formatLocalTime(race.source?.race_time_utc)); }  function trackRating(race?: ThreeDayRace | null, meeting?: ThreeDayMeeting): string {   const condition = firstText(     race?.trackCondition,     sourceValue(race?.source, [""track_condition"", ""TrackCondition"", ""going""]),     meeting?.trackCondition,   );   const rating = sourceValue(race?.source, [""track_rating"", ""tru",186,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingDetailFeed.ts,RAIL_CURRENT,railPosition,"q_track_rating""]);   if (condition && rating && !condition.toLowerCase().includes(rating.toLowerCase())) {     return `${condition} ${rating}`;   }   return condition; }  function railPosition(race?: ThreeDayRace | null, meeting?: ThreeDayMeeting): string {   return firstText(     race?.rail,     sourceValue(race?.source, [""rail_position"", ""rail"", ""RailPosition""]),     meeting?.rail,   ); }  function statusFromRace(race: ThreeDayRace): string {   const raw = firstText(     sourceValue(ra",199,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingDetailFeed.ts,IRRIGATION_24H,IRRIGATION 24,"ive"" | ""caution"" | ""muted"";  export type MeetingConditionStripItem = {   label:     | ""TRACK""     | ""RAIL""     | ""WEATHER""     | ""WIND""     | ""TEMPERATURE""     | ""RAIN 24H""     | ""IRRIGATION 24H""     | ""OFFICIAL UPDATE"";   value: string;   tone?: MeetingDetailTone; };  export type MeetingDetailValue = {   label: string;   value: string;   tone?: MeetingDetailTone; };  export type MeetingDetailRaceRow = {   raceKey: string;   raceIndex: number;   race: ThreeDayRace;   raceLabel: string;",54,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingDetailFeed.ts,IRRIGATION_GENERAL,IRRIGATION,"ive"" | ""caution"" | ""muted"";  export type MeetingConditionStripItem = {   label:     | ""TRACK""     | ""RAIL""     | ""WEATHER""     | ""WIND""     | ""TEMPERATURE""     | ""RAIN 24H""     | ""IRRIGATION 24H""     | ""OFFICIAL UPDATE"";   value: string;   tone?: MeetingDetailTone; };  export type MeetingDetailValue = {   label: string;   value: string;   tone?: MeetingDetailTone; };  export type MeetingDetailRaceRow = {   raceKey: string;   raceIndex: number;   race: ThreeDayRace;   raceLabel: string;",54,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingDetailFeed.ts,RAINFALL_24H,RAIN 24H,"ositive"" | ""negative"" | ""caution"" | ""muted"";  export type MeetingConditionStripItem = {   label:     | ""TRACK""     | ""RAIL""     | ""WEATHER""     | ""WIND""     | ""TEMPERATURE""     | ""RAIN 24H""     | ""IRRIGATION 24H""     | ""OFFICIAL UPDATE"";   value: string;   tone?: MeetingDetailTone; };  export type MeetingDetailValue = {   label: string;   value: string;   tone?: MeetingDetailTone; };  export type MeetingDetailRaceRow = {   raceKey: string;   raceIndex: number;   race: ThreeDayRace;",53,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingDetailFeed.ts,UPDATED_TIME,inspection_time,"in_24h"", ""rainfall""]);   const irrigation = sourceValue(source, [""irrigation_24h"", ""irrigation""]);   const officialUpdate = firstText(     sourceValue(source, [""official_update"", ""inspection_time"", ""built_at"", ""updated_at""]),     meeting.source?.built_at,   );    return [     { label: ""TRACK"", value: trackRating(race, meeting) || ""Track rating unavailable"" },     { label: ""RAIL"", value: railPosition(race, meeting) || ""Not supplied"" },     { label: ""WEATHER"", value: sourceValue(source, [""wea",282,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingDetailFeed.ts,MEETING_STATUS,race_status,"""rail"", ""RailPosition""]),     meeting?.rail,   ); }  function statusFromRace(race: ThreeDayRace): string {   const raw = firstText(     sourceValue(race.source, [""result_status"", ""race_status"", ""full_status"", ""meet_status"", ""status""]),   ).toUpperCase();   if (raw.includes(""OFFICIAL"")) return ""OFFICIAL"";   if (raw.includes(""UNOFFICIAL"")) return ""UNOFFICIAL"";   if (raw.includes(""ABANDON"")) return ""ABANDONED"";   if (raw.includes(""DELAY"")) return ""DELAYED"";   if (raw.includes(""LIVE"") || ra",209,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingsFeed.ts,TRACK_CONDITION,trackRating,"f (upper.includes(""FINAL"")) return ""Final fields"";   if (upper.includes(""RESULT"")) return ""Results"";   if (upper.includes(""ABANDON"")) return ""Abandoned"";   return raw; }  function trackRating(race: ThreeDayRace | undefined, meeting: ThreeDayMeeting): string {   const condition = firstText(     race?.trackCondition,     race?.source?.track_condition,     meeting.trackCondition,   );   const rating = firstText(race?.source?.track_rating);   if (condition && rating && !condition.includes(r",196,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingsFeed.ts,RAIL_CURRENT,railPosition,".toLowerCase();   if (text.includes(""heavy"")) return ""heavy"";   if (text.includes(""soft"")) return ""soft"";   if (text.includes(""good"")) return ""good"";   return ""other""; }  function railPosition(race: ThreeDayRace | undefined, meeting: ThreeDayMeeting): string {   return unavailable(     firstText(race?.rail, race?.source?.rail_position, meeting.rail),   ); }  function weatherLabel(race: ThreeDayRace | undefined): string {   return unavailable(firstText(race?.source?.weather), ""Weather una",215,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingsFeed.ts,IRRIGATION_24H,irrigation24,meetingKey: string;   meeting: string;   venue: string;   state: string;   rail: string;   track: string;   weather: string;   wind: string;   temp: string;   rain24h: string;   irrigation24h: string;   officialUpdate: string;   races: number;   declared: number;   scratchings: number;   first: string;   last: string;   status: string;   edgeiqRead: string[];   notes: MeetingEvidenceItem[];   raceSummaries: MeetingRaceSummaryViewModel[];   rawMeeting: ThreeDayMeeting; };  export type M,55,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingsFeed.ts,IRRIGATION_GENERAL,irrigation,"l(representativeRace);   const temp = tempLabel(representativeRace);   const rain24h = rainLabel(representativeRace);   const irrigation24h = firstText(representativeRace?.source?.irrigation) || ""Not supplied"";   const update = officialUpdate(representativeRace, catalog);   const venue = firstText(     meeting.source?.Venue,     meeting.source?.Track,     meeting.providerMeetingKey,     meeting.meeting,   );   const raceSummaries = races.map(buildRaceSummary);    return {     meetingKe",332,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingsFeed.ts,RAINFALL_24H,rain24h,mmaryViewModel = {   meetingKey: string;   meeting: string;   venue: string;   state: string;   rail: string;   track: string;   weather: string;   wind: string;   temp: string;   rain24h: string;   irrigation24h: string;   officialUpdate: string;   races: number;   declared: number;   scratchings: number;   first: string;   last: string;   status: string;   edgeiqRead: string[];   notes: MeetingEvidenceItem[];   raceSummaries: MeetingRaceSummaryViewModel[];   rawMeeting: ThreeDayMe,54,DISCOVERED_UNVERIFIED,,,,,
src\edgeiq-os\race\services\meetingsFeed.ts,MEETING_STATUS,raceStatus,"+2"";   return key; }  function raceTime(race: ThreeDayRace): string {   return firstText(race.raceTime, formatLocalTime(race.source?.race_time_utc)) || ""Not supplied""; }  function raceStatus(race: ThreeDayRace): string {   const raw = firstText(     race.source?.race_status,     race.source?.result_status,     race.source?.full_status,     race.source?.meet_status,   );   if (!raw) return ""Not supplied"";   const upper = raw.toUpperCase();   if (upper.includes(""FINAL"")) return ""Final fi",163,DISCOVERED_UNVERIFIED,,,,,
